CODINST;NOMBREINSTITUCION;CODIGOMUNICIPIO;NOMBREMUNICIPIO;DEPARTAMENTO;CALENDARIO;NATURALEZA;JORNADA;EVALUADOS;PROMLECTURACRITICA;PROMMATEMATICA;PROMSOCIALESYCIUDADANAS;PROMCIENCIASNATURALES;PROMINGLES;DESVLECTURACRITICA;DESVMATEMATICA;DESVSOCIALESYCIUDADANAS;DESVCIENCIASNATURALES;DESVINGLES;PERIODO
107623;CENTRO DE EDUCACION PARA ADULTOS JORGE WASHIGTON;8433;MALAMBO;ATLANTICO;A;NO OFICIAL;NOCTURNA;49;42,34;37,51;38,75;40,51;40,83;8,86;7,06;7,41;6,88;7,09;20162
107631;INSTITUTO VALLE DEL RIO DE ORO;68547;PIEDECUESTA;SANTANDER;A;OFICIAL;MANANA;10;54,7;53,7;56,1;56,6;53,4;6,14;9,08;4,62;7,07;6,48;20162
107649;I.E. ANTONIO NARI�O - SEDE PRINCIPAL;25473;MOSQUERA;CUNDINAMARCA;A;OFICIAL;MANANA;95;55,87;56,27;52,68;56,78;54,83;7,61;8,19;8,69;6,76;8,88;20162
107656;I.E. ROBERTO VELANDIA - SEDE PRICIPAL;25473;MOSQUERA;CUNDINAMARCA;A;OFICIAL;MANANA;162;57,45;59,64;54,91;56,69;60,88;7,4;8,54;7,96;6,47;7,83;20162
107672;I. E. PRESBITERO LUIS EDUARDO PEREZ MOLINA;5079;BARBOSA;ANTIOQUIA;A;OFICIAL;MANANA;80;55,13;52,6;52,61;53,07;50,68;9,52;10,25;10,45;9,08;9,51;20162
107680;INST EDUC EDUARDO SANTOS;5001;MEDELLIN;ANTIOQUIA;A;OFICIAL;MANANA;68;53,6;48,48;50,42;51,47;51,27;7,7;8,64;9,55;6,66;10,06;20162
107698;INSTITUCION EDUCATIVA CIUDAD SEDE MARIA BERNAL;5360;ITAGUI;ANTIOQUIA;A;OFICIAL;TARDE;64;56,7;50,03;52,31;51,96;53,07;6,66;9,64;9,4;8,46;10,08;20162
107714;INSTITUCION EDUCATIVA TECNICA FRANCISCO DE PAULA SANTANDER;8758;SOLEDAD;ATLANTICO;A;OFICIAL;MANANA;96;49,44;47,66;46,35;50,64;48,89;8,18;8,79;8,5;7,08;8,42;20162
107722;INSTITUCION EDUCATIVA EVA RODRIGUEZ;8433;MALAMBO;ATLANTICO;A;OFICIAL;TARDE;106;46,76;42,5;43,68;45,33;47,57;8,56;8,97;9,8;7,62;8,52;20162
107730;INST. TECNICA INDUSTRIAL DE SOLEDAD;8758;SOLEDAD;ATLANTICO;A;OFICIAL;TARDE;66;49,89;48,95;48,07;50,01;48,36;7,87;8,99;9,22;8,82;10,62;20162
107748;COLEGIO JUAN JOSE RONDON;68547;PIEDECUESTA;SANTANDER;A;NO OFICIAL;MANANA;17;59,05;59,52;57,94;60;61,88;7,61;10,96;9,31;7,64;9,04;20162
107755;INSTITUCION EDUCATIVA FELIPE DE RESTREPO;5360;ITAGUI;ANTIOQUIA;A;OFICIAL;TARDE;71;55,35;52,64;53,83;54,95;57,26;8,01;10,13;8,59;7,48;11,18;20162
107771;INST EDUC OCTAVIO CALDERON MEJIA;5001;MEDELLIN;ANTIOQUIA;A;OFICIAL;MANANA;102;56,26;55,86;56,67;55,35;58,92;7,76;9,16;8,73;8,17;10,91;20162
107789;COL CAMPESTRE LA COLINA;5001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;COMPLETA;33;65,03;70,24;65,9;68,06;78,3;6,51;4,58;8,05;5,69;6,13;20162
107797;INST EDUC PABLO NERUDA;5001;MEDELLIN;ANTIOQUIA;A;OFICIAL;MANANA;42;49,71;44,54;45,26;47,61;47,76;7,52;9,46;8,88;7,88;7,03;20162
107805;INST EDUC JOSE EUSEBIO CARO;5001;MEDELLIN;ANTIOQUIA;A;OFICIAL;TARDE;68;55,64;52,13;53,95;52,83;52,58;9,36;11,69;9,49;9,49;9,41;20162
107813;COL CEVIDA;5088;BELLO;ANTIOQUIA;A;NO OFICIAL;MANANA;34;52,91;49,58;49,35;52,85;51,64;8,78;9,45;10,69;7,44;11,06;20162
107839;CASD SIMON BOLIVAR;20001;VALLEDUPAR;CESAR;A;OFICIAL;TARDE;94;56,63;55,62;56,79;55,84;56,71;8,68;9,87;10,07;8,09;11,42;20162
107847;IE JOSE MARIA CORDOBA;23580;PUERTO LIBERTADOR;CORDOBA;A;OFICIAL;MANANA;79;52,77;49,48;50,84;51,25;46,12;6,63;8,74;9,72;6,78;8,72;20162
107862;I.E. GABRIEL GARCIA MARQUEZ - SEDE PRINCIPAL;20013;AGUSTIN CODAZZI;CESAR;A;NO OFICIAL;FIN DE SEMANA;59;44,61;41,74;41,37;43,47;43,25;7,26;8,92;7,36;8,1;7,7;20162
107870;JESUS DE NAZARETH;23417;LORICA;CORDOBA;A;OFICIAL;TARDE;88;47,26;42,52;43,28;49,9;43,98;6,97;8,09;7,74;6,14;7,24;20162
107888;IE PIJIGUAYAL;23189;CIENAGA DE ORO;CORDOBA;A;OFICIAL;MANANA;49;48,89;47,61;47;53;44,73;7,43;10,06;8,63;7,08;7,56;20162
107904;LIC DAMFUS;11001;BOGOT� D.C.;BOGOTA;A;NO OFICIAL;COMPLETA;10;61,3;58,4;61,2;60,4;62,6;8,17;5,18;10,84;5,73;8,57;20162
107912;BACHILLERATO BUENOS AIRES;23001;MONTERIA;CORDOBA;A;OFICIAL;MANANA;32;55,53;53,75;52,5;57,03;51,25;6,56;10,15;8,4;7,95;8,83;20162
107920;INSTITUCI�N EDUCATIVA VICTORIA MANZUR;23001;MONTERIA;CORDOBA;A;OFICIAL;TARDE;129;50,18;48,23;46,62;50,13;49,15;8,79;10,38;9,21;8,19;8,63;20162
107938;INST.EDUC.ALIANZA P. EL PROGRESO;23555;PLANETA RICA;CORDOBA;A;OFICIAL;TARDE;38;48,94;47,36;46,65;50,36;45,02;7,35;9,89;9,43;8,25;6,25;20162
107946;COL SAGRADO CORAZON DE JESUS;73168;CHAPARRAL;TOLIMA;A;NO OFICIAL;MANANA;14;55,5;58,71;56;55,78;53,14;8,05;12,6;10,64;7,61;8,86;20162
107953;INSTITUCION EDUCATIVA MOGAMBO;23001;MONTERIA;CORDOBA;A;OFICIAL;TARDE;77;52,32;48,46;51,33;52,23;47,24;7,7;8,65;8,46;8,19;7,78;20162
107961;INSTITUCI�N EDUCATIVA LA YE;23660;SAHAGUN;CORDOBA;A;OFICIAL;TARDE;68;53,39;51,63;51,57;56,1;56,14;7,4;9,47;9,59;7,14;10,9;20162
107979;INSTITUCI�N EDUCATIVA POLICARPA SALAVARRIETA;23001;MONTERIA;CORDOBA;A;OFICIAL;MANANA;40;51,62;51,15;49,67;53,3;50,15;7,97;11,12;8,98;7,8;8,09;20162
107995;VEREDAS UNIDAS BARRAGAN (sede principal);19300;GUACHEN�;CAUCA;A;OFICIAL;MANANA;23;43,47;39,43;41,91;43,39;41,43;7,66;7,71;8,81;5,98;8,9;20162
108001;NUEVA GENERACION (sede principal);19392;LA SIERRA;CAUCA;A;OFICIAL;MANANA;23;50,56;48;47,39;54,34;49,3;7,1;9,3;7,77;5,65;6,31;20162
108019;COLEGIO RURAL AGROPECUARIO CARRIZALES (E.R.M. CARRIZALES);19212;CORINTO;CAUCA;A;OFICIAL;MANANA;25;46;40,56;43,08;48,68;45,04;6,57;8,56;6,18;5,94;6,45;20162
108035;INST. EDU. FRANCISCO DE PAULA SANTANDER;20013;AGUSTIN CODAZZI;CESAR;A;OFICIAL;TARDE;30;46,1;42,86;43;47,4;43,4;7,75;9,57;7,04;7,45;6,87;20162
108043;INST. EDU. FRANCISCO DE PAULA SANTANDER;20013;AGUSTIN CODAZZI;CESAR;A;OFICIAL;MANANA;70;49;49,3;47,08;51,52;47,77;7,64;9,53;9,61;7,35;8,33;20162
108050;CASD SIMON BOLIVAR;20001;VALLEDUPAR;CESAR;A;OFICIAL;MANANA;123;57,5;57,21;56,33;59,49;57,22;7,04;8,92;8,52;7;11,61;20162
108076;COLEGIO FRANCISCO DE PAULA SANTANDER;5895;ZARAGOZA;ANTIOQUIA;A;OFICIAL;TARDE;22;49,68;49,45;44,68;48,54;43,77;7,63;8,25;8,33;4,79;6,73;20162
108084;I.E.R. CHURIDO PUEBLO;5045;APARTADO;ANTIOQUIA;A;OFICIAL;MANANA;19;52,21;47,73;45,68;50,89;47,05;8,59;8,62;9,29;8,47;8,79;20162
108092;COLEGIO COLOMBIA;5147;CAREPA;ANTIOQUIA;A;OFICIAL;TARDE;94;52,04;50,14;49,34;49,46;46,81;7,68;10,15;9,56;7,58;8,11;20162
108118;INST EDUC JAVIERA LONDO�O-SEVILLA;5001;MEDELLIN;ANTIOQUIA;A;OFICIAL;NOCTURNA;4;56,25;60,75;60,75;60,5;62;6,18;7,58;10,43;4,93;9,59;20162
108126;INST EDUC JAVIERA LONDO�O-SEVILLA;5001;MEDELLIN;ANTIOQUIA;A;OFICIAL;TARDE;75;56,32;53,89;54,62;56,12;57,56;7,4;7,16;9,71;5,83;9,05;20162
108134;INSTITUCION EDUCATIVA RURAL LUIS EDUARDO POSADA RESTREPO;5607;RETIRO;ANTIOQUIA;A;OFICIAL;COMPLETA;25;51,24;47,64;46,96;50,64;52,12;7,78;6,83;6,81;8,74;8,21;20162
108159;INST EDUC FE Y ALEGRIA POPULAR NO 1;5001;MEDELLIN;ANTIOQUIA;A;OFICIAL;MANANA;89;50,17;47,15;47,12;49,12;47,83;9,36;10,45;10,15;8,75;7,57;20162
108167;E U SANTA TERESITA;5154;CAUCASIA;ANTIOQUIA;A;OFICIAL;MANANA;68;54,57;53,57;52,64;54,26;52,94;8,07;10,33;8,74;8,27;10,28;20162
108175;COL  FE Y ALEGRIA JOSEFA CAMPOS;5088;BELLO;ANTIOQUIA;A;OFICIAL;MANANA;71;56,53;53,71;53,81;54,32;55,02;8,93;8,76;8,29;8,04;12,05;20162
108191;I.E.R. LA MAGDALENA;5674;SAN VICENTE;ANTIOQUIA;A;OFICIAL;COMPLETA;16;52,18;49,87;50,37;51,37;49,62;6,49;7,5;8,26;5,25;8,2;20162
108209;I. E.  RURAL CHAPARRAL;5674;SAN VICENTE;ANTIOQUIA;A;OFICIAL;COMPLETA;19;49,26;48,36;46,78;48,63;52,1;6,78;9,17;8,55;8,17;9,52;20162
108217;I. E. FELIX MARIA RESTREPO LONDO�O;5400;LA UNION;ANTIOQUIA;A;OFICIAL;COMPLETA;92;55,93;56,07;52,64;54,44;54,02;9,16;10,44;8,73;7,43;9,57;20162
108233;IE RAMON BARRANTES - SEDE PRINCIPAL;15550;PISVA;BOYACA;A;OFICIAL;COMPLETA;17;47,76;50,29;45,94;51,88;50,88;8,05;8,36;7,42;7,73;5,89;20162
108241;INSTITUCION EDUCATIVA RAFAEL GUTIERREZ GIRARDOT;15759;SOGAMOSO;BOYACA;A;OFICIAL;MANANA;12;53,33;52,66;52,75;53,5;50,41;6,95;7,54;7,3;6,34;8,06;20162
108258;INSTITUCION EDUCATIVA JOHN F. KENNEDY;5360;ITAGUI;ANTIOQUIA;A;OFICIAL;MANANA;69;56,1;51,89;53,46;52,88;54,81;8,42;9,85;9,32;7,69;9,26;20162
108266;COLEGIO INTERNACIONAL DE MEDELLIN;5380;LA ESTRELLA;ANTIOQUIA;A;NO OFICIAL;COMPLETA;21;63,38;63,42;61,8;62,23;71,14;10,49;12,11;11,36;10,79;9,98;20162
108282;INST EDUC FRANCISCO MIRANDA;5001;MEDELLIN;ANTIOQUIA;A;OFICIAL;MANANA;57;53,36;53,03;50,43;53,82;52,66;8,31;10,18;10,93;8,08;9,28;20162
108290;INST EDUC MONTECARLO GUILLERMO GAVIRIA CORREA;5001;MEDELLIN;ANTIOQUIA;A;OFICIAL;TARDE;46;51,65;50,3;50,15;51,08;51,69;6,4;8,76;9,87;8,24;7,64;20162
108308;CORPORACI�N COLEGIO AMERICANO DE APARTAD�;5045;APARTADO;ANTIOQUIA;A;NO OFICIAL;TARDE;11;58,54;54,63;58,72;57,45;61,63;9,81;8,74;7,97;7,68;7,4;20162
108316;COLEGIO DE BACHILLERATO NUEVA ESPERANZA;15238;DUITAMA;BOYACA;A;OFICIAL;FIN DE SEMANA;39;55,1;54,28;53,07;53,28;54,97;10,67;9,23;9,69;7,54;12,71;20162
108324;COL ANTONIO NARI�O;54001;CUCUTA;NORTE SANTANDER;A;OFICIAL;MANANA;44;51,34;50,59;48,84;50,75;50,95;6,43;7,23;7,7;6,62;6,3;20162
108332;INSTITUCION EDUCATIVA DEPARTAMENTAL MIXTO ANTONIO RICAURTE;25572;PUERTO SALGAR;CUNDINAMARCA;A;OFICIAL;MANANA;23;49,34;46,3;46,73;50,26;45,69;9,57;7,55;9,49;6,91;9,17;20162
108340;INST COPESAL;11001;BOGOT� D.C.;BOGOTA;A;NO OFICIAL;COMPLETA;20;57,75;54,35;54,55;58,3;59,45;8,99;8,9;8,51;5,98;11,62;20162
108357;INSTITUCION EDUCATIVA DEPARTAMENTAL POLICARPA  SALAVARRIETA;25572;PUERTO SALGAR;CUNDINAMARCA;A;OFICIAL;MANANA;47;46,82;46,63;44,91;49,85;47,12;7,65;8,61;8,98;7,43;9,84;20162
108365;INSTITUCION EDUCATIVA DEPARTAMENTAL URIEL MURCIA;25885;YACOPI;CUNDINAMARCA;A;OFICIAL;COMPLETA;10;48,5;47,6;47,5;50,8;42,7;8,89;7,9;8,87;8,06;3,86;20162
108373;COLEGIO  DEPARTAMENTAL LUIS CARLOS GALAN SARMIENTO;25245;EL COLEGIO;CUNDINAMARCA;A;OFICIAL;NOCTURNA;20;47,35;42,9;43,65;45,4;46,1;9,65;9,85;9,64;10,16;8,45;20162
108381;COLEGIO RETOS - SEDE PRINCIPAL;11001;BOGOT� D.C.;BOGOTA;A;NO OFICIAL;MANANA;94;62,4;62,29;61,97;62,46;73,02;8,07;10,19;8,7;6,85;10,03;20162
108399;INSTITUTO DE FORMACION PERSPECTIVA - SEDE PRINCIPAL;68081;BARRANCABERMEJA;SANTANDER;A;NO OFICIAL;FIN DE SEMANA;96;45,72;40,58;41,82;44,71;43,78;7,17;8,5;8,15;7,15;8,56;20162
108407;COLEGIO TECNICO AGROINDUSTRIAL PE�ACOLORADA;68266;ENCISO;SANTANDER;A;OFICIAL;COMPLETA;11;52,18;55,72;50,63;59,36;53,9;7,12;9,91;7,96;8,61;9,57;20162
108415;INST EDUC DPTAL JOSE DE LA LUZ MARTINEZ;47703;SAN ZENON;MAGDALENA;A;OFICIAL;COMPLETA;42;46,07;41,45;43,9;45,69;46,19;6,37;7,68;7,18;6,66;7,1;20162
108423;COL RAFAEL GOBERNA II SEDE;11001;BOGOT� D.C.;BOGOTA;A;NO OFICIAL;COMPLETA;37;51,86;51;50,35;53,24;53,78;8,97;7,35;9,02;8,13;7,95;20162
108431;INSTITUTO TECNICO INDUSTRIAL;50001;VILLAVICENCIO;META;A;OFICIAL;NOCTURNA;4;43,5;44,75;45,5;44,5;42,5;7,18;14,17;5,8;10,34;7,37;20162
108449;COL.GENERAL CARLOS ALBAN;50001;VILLAVICENCIO;META;A;OFICIAL;MANANA;59;52,16;50,4;48,81;50,86;50,25;7,94;10,3;9,04;7,84;8,66;20162
108456;SEDE PRINCIPAL JORGE ELIECER GAITAN;50325;MAPIRIPAN;META;A;OFICIAL;MANANA;38;47,31;43,02;44,05;47,47;43,97;8,23;10,37;10,47;8,37;7,28;20162
108464;GIMN EL LAGO;11001;BOGOT� D.C.;BOGOTA;A;NO OFICIAL;COMPLETA;95;63,37;64,68;63,6;61,97;66,26;6,59;7,91;6,83;5,86;8,15;20162
108472;COL DE BTO ROSA CORTINA HERNANDEZ;47555;PLATO;MAGDALENA;A;OFICIAL;MANANA;12;43,41;40,83;40,83;46,91;38,58;6,34;8,48;7,39;5,8;5,31;20162
108480;SEDE 1 IED SAN FERNANDO;47001;SANTA MARTA;MAGDALENA;A;OFICIAL;TARDE;64;45,25;43,15;42,32;44,31;44,76;7,47;9,02;7,84;7,1;8,57;20162
108498;PARROQUIAL EL CARMEN;47001;SANTA MARTA;MAGDALENA;A;OFICIAL;MANANA;50;45,92;41,58;43,56;44,64;46,2;7,8;9,78;8,16;7,2;8,12;20162
108514;INST. EDUC. DPTAL DE TUCURINCA;47980;ZONA BANANERA;MAGDALENA;A;OFICIAL;TARDE;43;44,95;40,32;43;42,9;41,72;6,94;7,74;8,86;8,06;7,06;20162
108522;ERM SAGRADO CORAZON DE JESUS;47245;EL BANCO;MAGDALENA;A;OFICIAL;MANANA;30;47,8;43,13;45,06;46,56;42,7;8,06;7,67;8,68;5,15;4,58;20162
108530;COL.DPTAL. BTO. CARLOS VILARDY;47245;EL BANCO;MAGDALENA;A;OFICIAL;MANANA;11;46,45;36,18;41,72;42,81;37,45;4,63;4,19;7,53;4,23;4,39;20162
108548;COL LOPE DE VEGA;11001;BOGOT� D.C.;BOGOTA;A;NO OFICIAL;COMPLETA;36;57,5;60,44;58,5;61,27;61,86;9,05;7,72;8,66;6,49;10,75;20162
108555;SEDE 01 ANTONIO NARI�O;47001;SANTA MARTA;MAGDALENA;A;OFICIAL;MANANA;20;49;46,05;46,5;47,5;46,85;7,94;10,54;8,75;9,43;6,87;20162
108563;COL DPTAL BTO DE CARRETO;47258;EL PI�ON;MAGDALENA;A;OFICIAL;MANANA;35;47,88;44;42,05;47,17;46,71;8,69;10,72;9,12;8,36;6,68;20162
108589;LIC CAMP FACATATIVA;25269;FACATATIVA;CUNDINAMARCA;A;NO OFICIAL;COMPLETA;13;64;68,38;62,15;66,46;75,15;6,09;7,85;5,11;4,09;9,47;20162
108605;INSTITUCION EDUCATIVA DISTRITAL JOSE LABORDE GNECCO;47001;SANTA MARTA;MAGDALENA;A;OFICIAL;MANANA;103;48,76;46,43;45,81;50,29;48,54;8,1;9,2;9,09;7,74;8,4;20162
108613;I.E.D. EDGARDO VIVES CAMPO;47001;SANTA MARTA;MAGDALENA;A;OFICIAL;TARDE;91;49,41;46,37;47,39;46,97;50,27;8,48;9,16;9,58;9,02;11,1;20162
108654;COL MADRE CARMEN;54001;CUCUTA;NORTE SANTANDER;A;NO OFICIAL;MANANA;26;57,65;56,69;55,5;56,96;61,96;8,74;10,97;8,34;7,63;10,4;20162
108662;COL GIMN AMERICANO;25286;FUNZA;CUNDINAMARCA;A;NO OFICIAL;MANANA;38;50;48,36;49,1;49,73;52,6;7,81;9,05;7,56;8,2;7,71;20162
108670;COL JUANA RANGEL DE CUELLAR;54001;CUCUTA;NORTE SANTANDER;A;OFICIAL;MANANA;27;54;53,59;50,85;54,92;52,48;8,62;8,43;8,47;7,56;7,02;20162
108696;COL PRINCIPE DE PAZ;54001;CUCUTA;NORTE SANTANDER;A;NO OFICIAL;MANANA;8;55,5;56,37;51,37;59,25;55,62;8,05;10,72;7,96;7,99;8,61;20162
108704;COL AMERICANO MENNO;25386;LA MESA;CUNDINAMARCA;A;NO OFICIAL;MANANA;37;60,08;61,32;59,24;62,29;62,21;6,92;8,6;8,43;6,74;9,76;20162
108712;INSTITUCION EDUCATIVA BOSQUES DE LA ACUARELA;66170;DOS QUEBRADAS;RISARALDA;A;OFICIAL;TARDE;67;53,65;53,74;51,95;55,62;53,14;7,14;7,84;6,47;6,21;7,55;20162
108720;COLEGIO LABOYOS;41551;PITALITO;HUILA;A;NO OFICIAL;FIN DE SEMANA;49;44,89;43,26;44,18;48,28;44,18;7,98;9,4;9,56;8,31;9,85;20162
108738;INST EDUC SAN JOAQUIN;66001;PEREIRA;RISARALDA;A;OFICIAL;TARDE;62;54,95;50,64;49,5;53,24;55,09;7,8;9,42;9,36;6,73;8,67;20162
108746;COLEGIO EL MUNDO JOVEN;25269;FACATATIVA;CUNDINAMARCA;A;NO OFICIAL;MANANA;27;53,25;55,14;54,4;56,48;55,62;6,66;8,43;8,21;7,43;8,01;20162
108761;INSTITUCI�N  EDUCATIVA DEPARTAMENTAL BAGAZAL;25875;VILLETA;CUNDINAMARCA;A;OFICIAL;COMPLETA;24;53,45;52,45;54,5;53,87;50,95;7,23;9,16;9,59;7,48;9,08;20162
108779;I.E. GONZALO JIMENEZ DE QUESADA - SEDE PRINCIPAL;73443;MARIQUITA;TOLIMA;A;OFICIAL;MANANA;96;52,75;52,36;51,62;54,29;51,27;8,57;8,41;9,45;7,39;8,22;20162
108795;"CORPORACION COLEGIO REPUBLICA DEL NI�O ""CORPORENI""  - SEDE PRINCIPAL";54001;CUCUTA;NORTE SANTANDER;A;NO OFICIAL;MANANA;10;54,5;52,3;51,4;53,9;54,3;6,48;10,63;8,83;5,7;7,37;20162
108803;LA MARIELA;63548;PIJAO;QUINDIO;A;OFICIAL;MANANA;5;53,4;52,4;54,2;53,6;46,6;6,46;4,92;4,2;4,77;7,4;20162
108811;IE GUILLERMO HOYOS SALAZAR;66001;PEREIRA;RISARALDA;A;OFICIAL;MANANA;10;50,1;46,7;47,3;51,3;48,7;5,78;8,52;7,46;5,96;6,49;20162
108829;COL INTEGRADO AMERICANO;25430;MADRID;CUNDINAMARCA;A;NO OFICIAL;COMPLETA;27;50,07;49,62;47,7;50,55;53,07;7,67;9,33;9,37;8,17;6,61;20162
108837;CORPORACION EDUCATIVA PAULO FREIRE;66170;DOS QUEBRADAS;RISARALDA;A;NO OFICIAL;FIN DE SEMANA;29;46,48;45,86;46,48;47,58;44,55;9,1;8,68;9,62;9;10,52;20162
108845;IE EL PITAL;66001;PEREIRA;RISARALDA;A;OFICIAL;MANANA;46;52,52;48,02;49,32;52,06;46,69;8,36;10,05;8,16;8,19;6,46;20162
108852;SANTA ELENA;66594;QUINCHIA;RISARALDA;A;OFICIAL;COMPLETA;6;53,5;50,66;53,33;57,16;57;7,09;9,13;7,99;5,77;5,4;20162
108860;COL CENT DE ESTUDIOS HUITAKA;25290;FUSAGASUGA;CUNDINAMARCA;A;NO OFICIAL;MANANA;67;49,59;48,29;48,08;50,98;47,89;8,06;9,17;8,69;7,26;8,05;20162
108878;COL POLICARPA SALAVARRIETA;41006;ACEVEDO;HUILA;A;NO OFICIAL;FIN DE SEMANA;21;46,85;43,76;43,66;48,57;44,19;6,83;8,14;7,39;7,73;8,45;20162
108886;COL JUANA VELASQUEZ;41770;SUAZA;HUILA;A;NO OFICIAL;COMPLETA;11;56,09;51,45;54;57;57,09;7,44;7,36;8,03;3,92;7,79;20162
108894;LIVIO REGINALDO FISCHIONE;44001;RIOHACHA;LA GUAJIRA;A;OFICIAL;NOCTURNA;128;42,97;38,33;39,02;42,38;43,01;7,38;8,65;8,15;7,88;7,96;20162
108902;LICEO CRISTIANO MARTIN LUTERO;25754;SOACHA;CUNDINAMARCA;A;NO OFICIAL;COMPLETA;8;52,62;45,37;49;51,87;55,75;9,56;10,5;10,98;7,75;13,58;20162
108910;MONTE ALVERNIA;44078;BARRANCAS;LA GUAJIRA;A;OFICIAL;MANANA;23;45,56;41,65;43,69;46,86;44,13;8,16;8,34;7,78;6,4;7,09;20162
108928;PROM SOC MADRE LAURA - SEDE PRINCIPAL;44430;MAICAO;LA GUAJIRA;A;OFICIAL;MANANA;25;51,92;47,24;49,48;50,88;44,52;9,76;10,03;9,4;9,02;6,72;20162
108936;INST EDUC DPTAL 23 DE FEBRERO;47288;FUNDACION;MAGDALENA;A;OFICIAL;TARDE;49;47,22;43,12;45,1;47,67;44,59;7,15;10,33;8,45;7,68;6,18;20162
108944;GIMN CAMP  NUEVA GRANADA;25799;TENJO;CUNDINAMARCA;A;NO OFICIAL;COMPLETA;17;61;59,17;61,52;61,23;67,76;7,39;7,53;7,53;6,85;9,44;20162
108951;ECOPETROL;41132;CAMPOALEGRE;HUILA;A;OFICIAL;MANANA;33;53,03;52,84;52,75;56,87;47,75;8,6;10,85;10,44;9,82;8,1;20162
108969;RODRIGO LARA BONILLA;41001;NEIVA;HUILA;A;OFICIAL;MANANA;40;52,15;50,47;50,12;51,45;48,52;7,56;9,54;8,36;6,42;7,98;20162
108977;HUMBERTO TAFUR CHARRY;41001;NEIVA;HUILA;A;OFICIAL;MANANA;69;59,2;58,04;57,76;58,46;57,72;8,7;9,04;8,49;8,43;9,4;20162
108985;COL MILIT GUSTAVO MATAMOROS D`COSTA;54001;CUCUTA;NORTE SANTANDER;A;NO OFICIAL;MANANA;28;53,6;52,21;52,53;52,6;56,35;7,5;9,37;7,5;9,14;10,16;20162
108993;SAN JOAQUIN;41676;SANTA MARIA;HUILA;A;OFICIAL;COMPLETA;8;52,37;54,5;52,5;56;59,62;7,92;6,86;5,5;5,26;5,44;20162
109009;ATANASIO GIRARDOT;41001;NEIVA;HUILA;A;OFICIAL;COMPLETA;195;55,7;53,2;51,76;56,21;55,78;7,89;8,51;8,93;7,19;10,08;20162
109017;LA ULLOA;41615;RIVERA;HUILA;A;OFICIAL;COMPLETA;18;47,11;48;43,72;49,72;50,27;5,22;8,23;8,47;5,71;8,23;20162
109025;INSTITUTO EDUCATIVO CETEL;50001;VILLAVICENCIO;META;A;NO OFICIAL;MANANA;32;47,12;43,84;42,46;46,84;43,59;6,4;7,96;7,41;6,39;7,04;20162
109033;INSTITUCION EDUCATIVA EUSTORGIO SALGAR;8573;PUERTO COLOMBIA;ATLANTICO;A;OFICIAL;MANANA;25;47,76;47,92;44,16;49,16;46,32;9,61;10,89;9,99;8,88;7,61;20162
109041;INST. EDUC. DIST. DE FORMACION INTEGRAL;8001;BARRANQUILLA;ATLANTICO;A;OFICIAL;MANANA;46;58,26;55,3;55,73;57,3;56,8;9,48;10,2;10,97;7,42;12,49;20162
109058;I.E.T.A. Y  PARTICIPACION COMUNITARIA JULIO CESAR TURBAY - SEDE PRINCIPAL;13244;EL CARMEN DE BOLIVAR;BOLIVAR;A;OFICIAL;FIN DE SEMANA;77;40,77;35,98;37,41;39,72;40,15;9,17;7,41;7,16;6,68;6,37;20162
109066;INSTITUTO MARIA BERNARDA BUTLER;44078;BARRANCAS;LA GUAJIRA;A;NO OFICIAL;MANANA;19;52,84;49,84;50,47;49,1;49,36;8,15;9,67;6,97;9,86;9,95;20162
109082;INSTITUCION EDUCATIVA TECNICA AGROPECUARIA NTRA SRA DEL CARMEN;13683;SANTA ROSA;BOLIVAR;A;OFICIAL;MANANA;54;45,09;40,12;41,24;44,88;45,42;8,62;9,98;9,18;8,78;7,61;20162
109090;INSTITUCION EDUCATIVA PROMOCION SOCIAL DE C/GENA.;13001;CARTAGENA;BOLIVAR;A;OFICIAL;TARDE;87;57,21;56,08;53,09;56,6;53,35;8,55;9,28;8,26;8,08;8,74;20162
109108;INSTITUTO PEDAGOGICO DE LA COSTA;47001;SANTA MARTA;MAGDALENA;A;NO OFICIAL;MANANA;22;50,54;50,31;49,18;51,72;52,31;8,14;9,17;9,83;8,95;10,83;20162
109124;FRANCISCO JOSE DE CALDAS;81001;ARAUCA;ARAUCA;A;OFICIAL;FIN DE SEMANA;103;44,13;41,02;41,81;43,11;41,4;7,87;8,69;7,81;7,49;7,24;20162
109132;I.E.T.A. DE GUATACA - SEDE PRINCIPAL;13468;MOMPOS;BOLIVAR;A;OFICIAL;MANANA;32;47,31;43,84;44,81;48,37;44,4;9,69;11,91;10,01;8,4;8,35;20162
109140;CENTRO EDUCATIVO JORGE ELIECER GAITAN;68406;LEBRIJA;SANTANDER;A;NO OFICIAL;NOCTURNA;18;51,05;50,77;47,72;47,77;45,94;8,86;9,74;9,68;10,28;7,67;20162
109157;INSTITUCI�N EDUCATIVA EL DORADO;23001;MONTERIA;CORDOBA;A;OFICIAL;MANANA;57;51,45;51,29;50,33;52,42;47,78;7,76;9,13;7,62;6,79;8,24;20162
109165;ANTONIO MARTINEZ DELGADO;85125;HATO COROZAL;CASANARE;A;OFICIAL;MANANA;45;48,46;48,4;47,04;51,2;49,84;6,31;7,42;7,77;6,82;7,31;20162
